Project,PlotID,FieldID,Species,CollDate,MeasureDate,Ripen,Comment,Trait,OrgVal,IID
Herbarium,SING,SA430,Knema curtisii,NA,2016-01-28T00:00:00Z,ripe,Samsuri Ahmad and Ahmad Shukor; Lesong F.R. 1971,DryMassInd fruit,1.0257142857142856,277
Herbarium,SING,Larex Kebal,Knema communis,NA,2016-01-28T00:00:00Z,ripe,NA,Width fruit,NA,278
Herbarium,SING,Larex Kebal,Knema communis,NA,2016-01-28T00:00:00Z,ripe,NA,Length fruit,NA,279
Herbarium,SING,Larex Kebal,Knema communis,NA,2016-01-28T00:00:00Z,ripe,NA,DryMassInd fruit,1.84,280
Herbarium,SING,SAR 12771,Horsfieldia wallichii,NA,2016-01-28T00:00:00Z,ripe,1960,Width fruit,NA,281
Herbarium,SING,SAR 12771,Horsfieldia wallichii,NA,2016-01-28T00:00:00Z,ripe,1960,Length fruit,NA,282
Herbarium,SING,SAR 12771,Horsfieldia wallichii,NA,2016-01-28T00:00:00Z,ripe,1960,DryMassInd fruit,13.824,283
Herbarium,SING,Kepong 77285,Gymnacranthera forbesii,1955-05-28T00:00:00Z,2016-01-28T00:00:00Z,ripe,NA,Width fruit,NA,284
Herbarium,SING,Kepong 77285,Gymnacranthera forbesii,1955-05-28T00:00:00Z,2016-01-28T00:00:00Z,ripe,NA,Length fruit,NA,285
Herbarium,SING,Kepong 77285,Gymnacranthera forbesii,1955-05-28T00:00:00Z,2016-01-28T00:00:00Z,ripe,NA,DryMassInd fruit,0.45620000000000005,286
Herbarium,SING,Barmarw 1918 C.7.21,Garcinia parvifolia,NA,2016-02-18T00:00:00Z,ripe,NA,Width fruit,NA,287
Herbarium,SING,Barmarw 1918 C.7.21,Garcinia parvifolia,NA,2016-02-18T00:00:00Z,ripe,NA,Length fruit,NA,288
Herbarium,SING,Barmarw 1918 C.7.21,Garcinia parvifolia,NA,2016-02-18T00:00:00Z,ripe,NA,DryMassInd fruit,0.361,289
Herbarium,SING,S.f. Na 28577,Garcinia parvifolia,NA,2016-02-18T00:00:00Z,ripe,NA,Width fruit,NA,290
Herbarium,SING,S.f. Na 28577,Garcinia parvifolia,NA,2016-02-18T00:00:00Z,ripe,NA,Length fruit,NA,291
Herbarium,SING,S.f. Na 28577,Garcinia parvifolia,NA,2016-02-18T00:00:00Z,ripe,NA,DryMassInd fruit,0.46175,292
Herbarium,SING,EJH Corner 32381,Garcinia parvifolia,NA,2016-02-18T00:00:00Z,ripe,NA,Width fruit,NA,293
Herbarium,SING,EJH Corner 32381,Garcinia parvifolia,NA,2016-02-18T00:00:00Z,ripe,NA,Length fruit,NA,294
Herbarium,SING,EJH Corner 32381,Garcinia parvifolia,NA,2016-02-18T00:00:00Z,ripe,NA,DryMassInd fruit,0.6585714285714286,295
Opportunistic,SBG,Vatica maingayi,Vatica maingayi,2016-02-03T00:00:00Z,2016-02-20T00:00:00Z,ripe,dropped to the ground by itself,Width fruit,NA,296
Opportunistic,SBG,Vatica maingayi,Vatica maingayi,2016-02-03T00:00:00Z,2016-02-20T00:00:00Z,ripe,dropped to the ground by itself,Length fruit,NA,297
Opportunistic,SBG,Vatica maingayi,Vatica maingayi,2016-02-03T00:00:00Z,2016-02-20T00:00:00Z,ripe,dropped to the ground by itself,DryMassInd fruit,0.377,298
Opportunistic,SBG Rainforest,Shorea pauciflora,Shorea pauciflora,2016-02-03T00:00:00Z,2016-02-20T00:00:00Z,ripe,dropped to the ground by itself,Width fruit,NA,299
Opportunistic,SBG Rainforest,Shorea pauciflora,Shorea pauciflora,2016-02-03T00:00:00Z,2016-02-20T00:00:00Z,ripe,dropped to the ground by itself,Length fruit,NA,300
Opportunistic,SBG Rainforest,Shorea pauciflora,Shorea pauciflora,2016-02-03T00:00:00Z,2016-02-20T00:00:00Z,ripe,dropped to the ground by itself,DryMassInd fruit,0.0898888888888889,301
Opportunistic,SBG,Dipterocarpus oblongus,Dipterocarpus hispidus,2016-02-03T00:00:00Z,2016-02-20T00:00:00Z,ripe,dropped to the ground by itself,Width fruit,NA,302
Opportunistic,SBG,Dipterocarpus oblongus,Dipterocarpus hispidus,2016-02-03T00:00:00Z,2016-02-20T00:00:00Z,ripe,dropped to the ground by itself,Length fruit,NA,303
Opportunistic,SBG,Dipterocarpus oblongus,Dipterocarpus hispidus,2016-02-03T00:00:00Z,2016-02-20T00:00:00Z,ripe,dropped to the ground by itself,DryMassInd fruit,0.335,304
