main_ID	accepted name only from POWO or WCSP (not used in Singapore literature)	type var./subsp.	non-type var./subsp.	Species with infraspecific taxa	In Mockup 7Sep2020	Excluded	Parenthetical authors	Infraspecific taxon	Issues with Full Names with Authors	XinYi	Reuben	Full Names with Authors	name_ID	Leipzig Cat. Vasc. Pl. (1)	Leipzig Cat. Vasc. Pl. (2)	Accepted data source (for Full Name & Author(s))	IPNI	Priority	DJM to check before IPNI	Corrections for Kew	Notes for Kew	Temp_Basionym info for IPNI	IPNI_url	Conflicting Names Data	Issues to resolve (137)	FoS	FoS manuscripts received (author)	Full Name without Authors	Division	Class	Order	Family (Current)	Native	Excluded (Reason)	status_as_sp	status_synrefs_ID	status_synrefs_ID_Ref	status_synrefs_ID_IDandRef	Recent status changes still to reflect in synrefs (& update in FoS manuscripts)	Old status_synrefs_IDandRef(Nov2021)	Very old status_synrefs_IDandRef(Sep2020)	Status in mockup 7 Sep2020	change since mockup	Status (2022)	match	Status in Checklist ms as sent to Printer 4 April 2022	Order in Checklist ms as sent to Printer 4 April 2022	Full status in Checklist ms as sent to Printer 4 April 2022	Status change reason	Historical Casuals	Stu_TempStatus	c. 480 Status changes 2009-2020	Reason for status change 2009-2020	c. 70 Status changes 2008-2009	Chong et al. (2009)	RDB (2008)	Cultivated	Habit	Hybrid	Synonyms in Synrefs	Notes (for admin.)	ys edits	ys refs	other contributor's edits	IPNI_ID	OLD_Selected Synonyms	OLD_Synonyms in synrefs	Status (2022) (COPY)	main_IDof infraspecific groups	stu27	type var./subsp.	non-type var./subsp.	sort	StuA	StuB
794					yes		no	no				Diospyros diepenhorstii Miq.	2992	ok	Name and authors accepted by LCVP	FoSms (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/322322-1			yes	Puglisi	Diospyros diepenhorstii	Spermatophyta	Magnoliopsida	Ericales	Ebenaceae	yes			11045	Chong et al. (2009)	11045 - Chong et al. (2009)				"Native; CR (Chong et al., 2009)."	no	Critically Endangered	Yes	Critically Endangered	1590	"Native; CR (Chong et al., 2009)."							Critically Endangered	Critically Endangered	yes	tree		Diospyros pyrifera Ridl.; Diospyros sp.					urn:lsid:ipni.org:names:322322-1		Diospyros pyrifera Ridl.; Diospyros sp.	Critically Endangered						19	21
3679					no		no	no				Diospyros discolor Willd.	2993	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/322328-1				Puglisi	Diospyros discolor	Spermatophyta	Magnoliopsida	Ericales	Ebenaceae	no			11004	Chong et al. (2009)	11004 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	tree		Diospyros blancoi A.DC.					urn:lsid:ipni.org:names:322328-1	Diospyros blancoi A.DC.	Diospyros blancoi A.DC.	Cultivated Only						4	6
3680					no		no	no				Diospyros durionoides Bakh.	2994		Name and/or authors not accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/322342-1	POWO says Diospyros durionoides Bakh. is a synonym of Diospyros discolor Willd. (see 3679)			Puglisi	Diospyros durionoides	Spermatophyta	Magnoliopsida	Ericales	Ebenaceae	no			11057	Chong et al. (2009)	11057 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	tree		None					urn:lsid:ipni.org:names:322342-1		none	Cultivated Only						1	1
795					yes		yes	no				Diospyros ferrea (Willd.) Bakh.	2995	ok	Name and authors accepted by LCVP	FoSms (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/322393-1			yes	Puglisi	Diospyros ferrea	Spermatophyta	Magnoliopsida	Ericales	Ebenaceae	yes			55625	Chong et al. (2009)	11058 - Chong et al. (2009)	x			"Native; CR (Chong et al., 2009)."	no	Extinct	Yes	Extinct	1591	Native; NEx (assessed here).	Recent collections det as this have all been redet as other species.			x			Critically Endangered	Critically Endangered	yes	tree		Maba buxifolia (Rottb.) Pers.					urn:lsid:ipni.org:names:322393-1	Maba buxifolia (Rottb.) Pers.	Maba buxifolia (Rottb.) Pers.	Extinct						14	16
3681					no		no	no				Diospyros horsfieldii Hiern	2997		Name and/or authors not accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/322508-1	POWO says Diospyros horsfieldii Hiern is a synonym of Diospyros hasseltii Zoll.			Puglisi	Diospyros horsfieldii	Spermatophyta	Magnoliopsida	Ericales	Ebenaceae	no			11070	Chong et al. (2009)	11070 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	tree		None					urn:lsid:ipni.org:names:322508-1		none	Cultivated Only						1	1
796					yes		no	no				Diospyros lanceifolia Roxb.	2998	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/60461111-2	POWO Dec. 2021 recognises infraspecific taxa.		yes	Puglisi	Diospyros lanceifolia	Spermatophyta	Magnoliopsida	Ericales	Ebenaceae	yes			11071	Wong et al. (2013)	11071 - Wong et al. (2013)				"Native; LC (Wong et al., 2013)."	no	Least Concern	Yes	Least Concern	1592	"Native; LC (Wong et al., 2013)."							Common	"(not listed because ""Common"")"	no	tree		"Diospyros clavigera C.B.Clarke var. pachyphylla (C.B.Clarke) Ridl.; Diospyros lucida Wall. ex A.DC., nom. illeg. hom; Diospyros pachyphylla C.B.Clarke"					urn:lsid:ipni.org:names:60461111-2	Diospyros lucida Wall. ex A.DC.	Diospyros clavigera C.B.Clarke var. pachyphylla (C.B.Clarke) Ridl.; Diospyros lucida Wall. ex A.DC.; Diospyros pachyphylla C.B.Clarke	Least Concern						20	27
797					yes		no	no				Diospyros latisepala Ridl.	2999	ok	Name and authors accepted by LCVP	FoSms (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/322587-1			yes	Puglisi	Diospyros latisepala	Spermatophyta	Magnoliopsida	Ericales	Ebenaceae	yes			11082	Chong et al. (2009)	11082 - Chong et al. (2009)				"Native; EX (Chong et al., 2009)."	no	Extinct	Yes	Extinct	1593	"Native; NEx (Chong et al., 2009)."							Extinct	Nationally Extinct	no	tree		None					urn:lsid:ipni.org:names:322587-1		none	Extinct						7	7
798					yes		yes	no				Diospyros maingayi (Hiern) Bakh.	3002	ok	Name and authors accepted by LCVP	FoSms (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/322655-1			yes	Puglisi	Diospyros maingayi	Spermatophyta	Magnoliopsida	Ericales	Ebenaceae	yes			11091	Wong et al. (2013)	11091 - Wong et al. (2013)				"Native; CR (Wong et al., 2013)."	no	Critically Endangered	Yes	Critically Endangered	1594	"Native; CR (Wong et al., 2013)."							Critically Endangered	Critically Endangered	yes	tree		Diospyros biloculans Oliv.; Maba maingayi Hiern					urn:lsid:ipni.org:names:322655-1	Diospyros bilocularis Oliv.	Diospyros biloculans Oliv.; Maba maingayi Hiern	Critically Endangered						17	21
3682					no		yes	no				Diospyros malabarica (Desr.) Kostel.	3003	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/322658-1				Puglisi	Diospyros malabarica	Spermatophyta	Magnoliopsida	Ericales	Ebenaceae	no			11101	Chong et al. (2009)	11101 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	tree		None					urn:lsid:ipni.org:names:322658-1		none	Cultivated Only						1	1
799					yes		no	no			VU > VU doubtful; Is this correct?	Diospyros oblonga Wall. ex G.Don	3005	ok	Name and authors accepted by LCVP	FoSms (= POWO)		1		IMT	"The visible entry in IPNI incorrectly says only Don, yet there is a hidden entryi in IPNI that corectly says Wall. ex G.Don. Why is it hidden?"		https://www.ipni.org/n/322785-1			yes	Puglisi	Diospyros oblonga	Spermatophyta	Magnoliopsida	Ericales	Ebenaceae	yes			55626	Wong et al. (2013)	11104 - Wong et al. (2013)	x			"Native; VU (Wong et al., 2013)."	no	Endangered	Yes	Endangered	1595	Native; EN (assessed here).	Estimated 50-250 trees						Vulnerable	Vulnerable	no	tree		Diospyros pilosanthera auct. non Blanco; Diospyros pilosanthera Blanco var. oblonga (Wall. ex G.Don) Ng; Diospyros sapotoides Kurz					urn:lsid:ipni.org:names:322785-1	Diospyros pilosanthera auct. non Blanco; Diospyros pilosanthera Blanco var. oblonga (Wall. ex G.Don) Ng	Diospyros pilosanthera auct. non Blanco; Diospyros pilosanthera Blanco var. oblonga (Wall. ex G.Don) Ng; Diospyros sapotoides Kurz	Critically Endangered						9	26
5422						Excluded (Cultivated only)	no	no				Diospyros ridleyi Bakh.	3011			IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/322941-1					Diospyros ridleyi	Spermatophyta	Magnoliopsida	Ericales	Ebenaceae	no	"Bakhuizen van den Brink (who described this species in 1933) reported it was cultivated in SBG in the 1920's although the type is a Ridley specimen from Johore. This species is not known in the wild in Singapore despite being listed by Chew et al. (1999 ['1997']). The voucher specimens collected in SBG in 1920 and 1924 cannot be found. (C.Puglisi pers. comm., Dec. 2021)."		57848			x					Excluded (Cultivated Only)	Yes	In Excluded section of Checklist ms			"KY: several individuals recorded in the Rain Forest census, but needs to be found again and checked for ID. Otherwise, several individuals found cultivated near Ridley Hall."											None					urn:lsid:ipni.org:names:322941-1			Excluded (Cultivated only)						1	1
800					yes		no	no				Diospyros siamang Bakh.	3013	ok	Name and authors accepted by LCVP	FoSms (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/323010-1			yes	Puglisi	Diospyros siamang	Spermatophyta	Magnoliopsida	Ericales	Ebenaceae	yes			11120	Chong et al. (2009)	11120 - Chong et al. (2009)				"Native; EX (Chong et al., 2009)."	no	Extinct	Yes	Extinct	1596	"Native; NEx (Chong et al., 2009)."							Extinct	Nationally Extinct	no	tree		None					urn:lsid:ipni.org:names:323010-1		none	Extinct						11	11
4990					no	Excluded	no	no				Diospyros singaporensis Bakh.	3014	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	1			n/a		https://www.ipni.org/n/323022-1					Diospyros singaporensis	Spermatophyta	Magnoliopsida	Ericales	Ebenaceae	no	"Carmen says this was described from a plant in cultivation at SBG but was not collected in Singapore. She did not say the accepted range of this species or where she thought the SBG plant might have come from. // Carmen (Aug 2021) said: This is one of the most unfortunate choices of epithet in the history of botany! According to the FPM account (work in progress), this species is widespread in Pen Mal except for Perlis and the NE states. According to Ng (TFSS 2002: 91) it's also found in Sabah and Sarawak. I haven't verified these records yet and the Pen Mal part might be inaccurate. D. singaporensis was described from two specimens from one or two trees in cultivation at SBG whose original wild collection is unknown. When Bakhuizen van den Brink described it, and then again in the 1937 monograph, the two SING specimens were the only material he had seen for the species. Ng (TFM 1978) mentioned SG in the distribution, but it's probably just because of these two specimens, as I have not seen anything from SG vaguely resembling D. singaporensis, other than the tree grown in one of the lawns near the herbarium."		0						Not in mockup {but should be in Excluded section of mockup}		Excluded	Yes	In Excluded section of Checklist ms	This name in db is absent from Checklist ms													None					urn:lsid:ipni.org:names:323022-1		none	Excluded						3	3
801					yes		no	no		VU > CR		Diospyros styraciformis King & Gamble	3016	ok	Name and authors accepted by LCVP	FoSms (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/323053-1			yes	Puglisi	Diospyros styraciformis	Spermatophyta	Magnoliopsida	Ericales	Ebenaceae	yes			55649	Wong et al. (2013)	11128 - Wong et al. (2013)	x			"Native; VU (Wong et al., 2013)."	no	Critically Endangered	Yes	Critically Endangered	1597	Native; CR (assessed here).	Estimated < 50 trees						Vulnerable	Vulnerable	no	tree		None					urn:lsid:ipni.org:names:323053-1		none	Critically Endangered						19	19
792					yes		no	no				Diospyros subrhomboidea King & Gamble	3017	ok	Name and authors accepted by LCVP	FoSms (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/323055-1			yes	Puglisi	Diospyros subrhomboidea	Spermatophyta	Magnoliopsida	Ericales	Ebenaceae	yes			11140	Wong et al. (2013)	11140 - Wong et al. (2013)				"Native; CR (Wong et al., 2013)."	no	Critically Endangered	Yes	Critically Endangered	1598	"Native; CR (Wong et al., 2013)."							Critically Endangered	Critically Endangered	no	tree		Diospyros confusa Bakh.					urn:lsid:ipni.org:names:323055-1	Diospyros confusa Bakh.	Diospyros confusa Bakh.	Critically Endangered						3	15
802					yes		no	no				Diospyros sumatrana Miq.	3018	ok	Name and authors accepted by LCVP	FoSms (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/323069-1			yes	Puglisi	Diospyros sumatrana	Spermatophyta	Magnoliopsida	Ericales	Ebenaceae	yes			11142	Wong et al. (2013)	11142 - Wong et al. (2013)				"Native; CR (Wong et al., 2013)."	no	Critically Endangered	Yes	Critically Endangered	1599	"Native; CR (Wong et al., 2013)."			"Carmen (Dec 2019) said: ""I consider this native and CR, however I did not find any early collections. The oldest specimen I have seen was collected in 1970 which is odd."""				Critically Endangered	Critically Endangered	no	tree		None					urn:lsid:ipni.org:names:323069-1	Diospyros flavicans Hiern; Diospyros graciliflora auct. non Hiern; Diospyros hendersoni Ridl.	Diospyros dumosa King & Gamble; Diospyros flavicans Hiern; Diospyros graciliflora auct. non Hiern; Diospyros hendersoni Ridl.; Diospyros tubicalyx Ridl.	Critically Endangered						9	9
3683					no		no	no				Diospyros tristis King & Gamble	3019	ok	Name and authors accepted by LCVP	IPNI (= POWO)	x	2			n/a		https://www.ipni.org/n/323126-1				Puglisi	Diospyros tristis	Spermatophyta	Magnoliopsida	Ericales	Ebenaceae	no			11150	Chong et al. (2009)	11150 - Chong et al. (2009)				Not in mockup (because Cultivated Only)	n/a	Cultivated Only	Yes		Absent from Checklist ms because Cultivated Only								Cultivated Only		yes	tree		None					urn:lsid:ipni.org:names:323126-1		none	Cultivated Only						1	1
5058					yes	Excluded	no	no				Diospyros undulata Wall. ex G.Don	3020	ok	Name and authors accepted by LCVP	POWO		1		IMT	"IPNI incorrectly says ""&"" instead of ""ex"""		https://www.ipni.org/n/323146-1					Diospyros undulata	Spermatophyta	Magnoliopsida	Ericales	Ebenaceae	no	No material known from Singapore		36356	Wong et al. (2013)	36356 - Wong et al. (2013)				"Native; EX (Wong et al., 2013)."	yes	Excluded	Yes	In Excluded section of Checklist ms	This name in db is absent from Checklist ms				Unverified new record and assessment by Wong et al. (2013) [Nee Soon Checkl.]									None					urn:lsid:ipni.org:names:323146-1		none	Excluded						1	1
803					yes		no	no				Diospyros venosa Wall. ex A.DC.	3022	ok	Name and authors accepted by LCVP	FoSms (= IPNI & POWO)	x	1		RG	POWO uses the wrong IPNI id.		https://www.ipni.org/n/77209582-1			yes	Puglisi	Diospyros venosa	Spermatophyta	Magnoliopsida	Ericales	Ebenaceae	yes			11152	Chong et al. (2009)	11152 - Chong et al. (2009)				"Native; CR (Chong et al., 2009)."	no	Critically Endangered	Yes	Critically Endangered	1600	"Native; CR (Chong et al., 2009)."							Critically Endangered	Critically Endangered	no	tree		Maba venosa (Wall. ex A.DC.) King & Gamble; Diospyros hermaphroditica (Zoll.) Bakh. f. venosa (Wall. ex A.DC.) Bakh.					urn:lsid:ipni.org:names:77209582-1		Maba merguensis Hiern; Maba venosa (Wall. ex A.DC.) King & Gamble	Critically Endangered						10	13
4403					yes		no	no				Diphyscium mucronifolium Mitt.	3026	n/a	n/a	(Bryo)		1			n/a		n/a (Bryo)			yes		Diphyscium mucronifolium	Bryophyta	Bryopsida	Diphysciales	Diphysciaceae	yes			11174	Tan et al. in Davison et al. (ed.) or Tan & Ho in Davison et al. (ed.) (2008)	11174 - Tan et al. in Davison et al. (ed.) or Tan & Ho in Davison et al. (ed.) (2008)				"Native; CR (Tan & Ho in Davison et al. (ed.), 2008)."	no	Critically Endangered	Yes	Critically Endangered	203	"Native; CR (Tan & Ho in Davison et al. (ed.), 2008)."					only known in BTNR esp. Fern valley							Diphyscium involutum Mitt.; Diphyscium longifolium auct. non Griff.; Diphyscium malayense Manuel; Diphyscium rupestre auct. non Dozy & Molk.					n/a (Bryo)		Diphyscium involutum Mitt.; Diphyscium longifolium auct. non Griff.; Diphyscium malayense Manuel; Diphyscium rupestre auct. non Dozy & Molk.	Critically Endangered						8	20
728					yes		no	no				Diplacrum caricinum R.Br.	3028	ok	Name and authors accepted by LCVP	FoS (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/306571-1			yes		Diplacrum caricinum	Spermatophyta	Magnoliopsida	Poales	Cyperaceae	yes			11182	Simpson (2019)	11182 - Simpson (2019)				"Native; VU (Simpson, 2019)."	no	Vulnerable	Yes	Vulnerable	1449	"Native; VU (Simpson, 2019)."				x	reassessed as native		Weed of Uncertain Origin		no	herb		Scleria caricina (R.Br.) Benth.					urn:lsid:ipni.org:names:306571-1	Scleria caricina (R.Br.) Benth.	Scleria caricina (R.Br.) Benth.	Vulnerable						5	14
45					yes		no	no				Diplazium cordifolium Blume	3035	ok	Name and authors accepted by LCVP	FoSms (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/17086370-1			yes	Hovenkamp	Diplazium cordifolium	Monilophyta	Polypodiopsida	Polypodiales	Athyriaceae	yes			11192	Chong et al. (2009)	11192 - Chong et al. (2009)				"Native; EN (Chong et al., 2009)."	no	Endangered	Yes	Endangered	383	"Native; EN (Chong et al., 2009)."			"only 2 mounted and 1 unmounted specimens at SING (collected 1893, 2013 and by Jana and Matti in Dec 2020). Reconsider whether EN or CR."				Endangered	Endangered	no	herb		"Anisogonium cordifolium (Blume) Bedd.; Athyrium cordifolium (Blume) Copel.; Asplenium cordifolium auct. non (Blume) Mett., nom. illeg. hom."					urn:lsid:ipni.org:names:17086370-1	Athyrium cordifolium (Blume) Copel.; Anisogonium cordifolium (Blume) Bedd.	Anisogonium cordifolium (Blume) Bedd.; Athyrium cordifolium (Blume) Copel.	Endangered						13	20
47					yes		yes	no				Diplazium esculentum (Retz.) Sw.	3037	ok	Name and authors accepted by LCVP	FoSms (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/17086810-1			yes	Hovenkamp	Diplazium esculentum	Monilophyta	Polypodiopsida	Polypodiales	Athyriaceae	yes			11213	Chong et al. (2009)	11213 - Chong et al. (2009)				"Native; VU (Chong et al., 2009)."	no	Vulnerable	Yes	Vulnerable	384	"Native; VU (Chong et al., 2009)."			Is Vulnerable too generous? I haven't seen in wild and only 3 recent specimens at SING all from Bukit Brown Cemetery in 2011. Possibly some recently collected juveniles from Nee Soon at SINU.				Vulnerable	Vulnerable	no	herb		Anisogonium esculentum (Retz.) C.Presl; Athyrium esculentum (Retz.) Copel.					urn:lsid:ipni.org:names:17086810-1		Anisogonium esculentum (Retz.) C.Presl; Athyrium esculentum (Retz.) Copel.	Vulnerable						10	14
51					yes		no	no				Diplazium fraxinifolium C.Presl	3038	ok	Name and authors accepted by LCVP	FoSms (= IPNI & POWO)	x	1			n/a		https://www.ipni.org/n/17086970-1			yes	Hovenkamp	Diplazium fraxinifolium	Monilophyta	Polypodiopsida	Polypodiales	Athyriaceae	yes			45743	assessed here	45743 - assessed here			11256 - Chong et al. (2009)	"Native; EN (Chong et al., 2009)."	yes	Critically Endangered	Yes	Critically Endangered	385	Native; CR (assessed here).	Only 2 collections at SING; oldest 1881; most recent 2012}						Endangered	Endangered	no	herb		"Athyrium riparium (Holttum) Holttum; Diplazium bantamense auct. non Blume; Diplazium bantamense Blume var. prescottianum Ridl., nom. nud.; Diplazium riparium Holttum"					urn:lsid:ipni.org:names:17086970-1	"Diplazium riparium Holttum; Athyrium riparium (Holttum) Holttum; Diplazium bantamense Blume var. prescottianum Ridl., nom. nud.; Diplazium bantamense auct. non Blume"	"Athyrium riparium (Holttum) Holttum; Diplazium bantamense auct. non Blume; Diplazium bantamense Blume var. prescottianum Ridl., nom. nud.; Diplazium riparium Holttum"	Critically Endangered						4	15
48					yes		no	no				Diplazium holttumii Hovenkamp	3039		Name not in LCVP	FoSms (= IPNI & POWO)	x	1		SL to fix	"POWO mentions the replaced synonym, Diplazium malaccense C.Presl, as ""unplaced"" (while failing to note that it is nom. illeg. superfl.)."		https://www.ipni.org/n/77202182-1			yes	Hovenkamp	Diplazium holttumii	Monilophyta	Polypodiopsida	Polypodiales	Athyriaceae	yes			11226	Chong et al. (2009)	11226 - Chong et al. (2009)				"Native; EN (Chong et al., 2009)."	no	Endangered	Yes	Endangered	386	"Native; EN (Chong et al., 2009)."							Endangered	Endangered	no	herb		"Athyrium malaccense Holttum; Diplazium acuminatum auct. non Blume_[1]; Diplazium malaccense C.Presl, nom. illeg. superfl.; Diplazium sorzogonense auct. non (C.Presl) C.Presl; Diplazium speciosum auct. non Blume_[1]"					urn:lsid:ipni.org:names:77202182-1	"Diplazium malaccense C.Presl, nom. illeg. superfl.; Athyrium malaccense Holttum"	"Athyrium malaccense Holttum; Diplazium malaccense C.Presl, nom. illeg. superfl.; Diplazium sorzogonense auct. non (C.Presl) C.Presl; Diplazium speciosum auct. non Blume_[1]"	Endangered						2	17
