ID,species,trait_name,value
BACCSU03,Baccaurea sumatrana,K,0.48918961324942
BACCSU03,Baccaurea sumatrana,P,0.032129582024354
BACCSU03,Baccaurea sumatrana,N,1.70336222648621
BACCSU03,Baccaurea sumatrana,C,41.1341819763184
BACCSU03,Baccaurea sumatrana,S,0
PALAKI04,Madhuca kingiana,K,0.97790762142519
PALAKI04,Madhuca kingiana,P,0.040641614550194
PALAKI04,Madhuca kingiana,N,1.71740818023682
PALAKI04,Madhuca kingiana,C,47.1437568664551
PALAKI04,Madhuca kingiana,S,0.197046101093292
PALAKI05,Madhuca kingiana,K,1.05807710785155
PALAKI05,Madhuca kingiana,P,0.0387127646889295
PALAKI05,Madhuca kingiana,N,1.68646109104156
PALAKI05,Madhuca kingiana,C,45.6821899414062
PALAKI05,Madhuca kingiana,S,0.244634434580803
SANTAP01,Santiria apiculata,K,1.10493990738651
SANTAP01,Santiria apiculata,P,0.0761217246977078
SANTAP01,Santiria apiculata,N,2.34495139122009
SANTAP01,Santiria apiculata,C,47.6646690368652
SANTAP01,Santiria apiculata,S,0.126005977392197
SANTAP02,Santiria apiculata,K,1.17743399741578
SANTAP02,Santiria apiculata,P,0.114048471029217
SANTAP02,Santiria apiculata,N,2.4322566986084
SANTAP02,Santiria apiculata,C,47.6784477233887
SANTAP02,Santiria apiculata,S,0.13110776245594
SANTAP03,Santiria apiculata,K,1.33935726906077
SANTAP03,Santiria apiculata,P,0.0795996800890397
SANTAP03,Santiria apiculata,N,2.3490879535675
SANTAP03,Santiria apiculata,C,48.2281379699707
SANTAP03,Santiria apiculata,S,0
SANTAP04,Santiria apiculata,K,1.29836909272236
SANTAP04,Santiria apiculata,P,0.0729510234136893
SANTAP04,Santiria apiculata,N,2.10796093940735
SANTAP04,Santiria apiculata,C,43.6156730651855
SANTAP04,Santiria apiculata,S,0.192260950803757
LITSAC07,Litsea accedens,K,1.46890222750536
LITSAC07,Litsea accedens,P,0.0671525040400686
LITSAC07,Litsea accedens,N,2.32598209381104
LITSAC07,Litsea accedens,C,45.7704315185547
LITSAC07,Litsea accedens,S,0.21660803258419
LITSAC03,Litsea accedens,K,1.10887533987616
LITSAC03,Litsea accedens,P,0.0710626508728788
LITSAC03,Litsea accedens,N,2.44595384597778
LITSAC03,Litsea accedens,C,46.3654975891113
LITSAC03,Litsea accedens,S,0.226815804839134
STREEL02,Streblus elongatus,K,1.66946749147073
STREEL02,Streblus elongatus,P,0.0885344559194019
STREEL02,Streblus elongatus,N,2.39120173454285
STREEL02,Streblus elongatus,C,42.7621116638184
STREEL02,Streblus elongatus,S,0
STREEL04,Streblus elongatus,K,1.5403954788062
STREEL04,Streblus elongatus,P,0.109204491427628
STREEL04,Streblus elongatus,N,2.71617484092712
STREEL04,Streblus elongatus,C,43.9637298583984
STREEL04,Streblus elongatus,S,0
STREEL05,Streblus elongatus,K,1.72523964795341
STREEL05,Streblus elongatus,P,0.0799063468950392
STREEL05,Streblus elongatus,N,2.62665295600891
STREEL05,Streblus elongatus,C,42.447811126709
STREEL05,Streblus elongatus,S,0
STREEL06,Streblus elongatus,K,1.52987997192744
STREEL06,Streblus elongatus,P,0.10681624543913
STREEL06,Streblus elongatus,N,2.69441246986389
STREEL06,Streblus elongatus,C,41.0651741027832
STREEL06,Streblus elongatus,S,0
STREEL07,Streblus elongatus,K,2.41854684030797
STREEL07,Streblus elongatus,P,0.101538058515306
STREEL07,Streblus elongatus,N,2.35455703735352
STREEL07,Streblus elongatus,C,43.3995628356934
STREEL07,Streblus elongatus,S,0
GYNOAX01,Gynotroches axillaris,K,0.78053211299408
GYNOAX01,Gynotroches axillaris,P,0.0496502064515222
GYNOAX01,Gynotroches axillaris,N,1.87883579730988
GYNOAX01,Gynotroches axillaris,C,43.5552520751953
GYNOAX01,Gynotroches axillaris,S,0.214726805686951
GYNOAX02,Gynotroches axillaris,K,0.712345209498566
GYNOAX02,Gynotroches axillaris,P,0.0577887949675398
GYNOAX02,Gynotroches axillaris,N,2.19155621528625
GYNOAX02,Gynotroches axillaris,C,43.0961151123047
GYNOAX02,Gynotroches axillaris,S,0.269096165895462
GYNOAX03,Gynotroches axillaris,K,0.69950818760094
GYNOAX03,Gynotroches axillaris,P,0.0656063258522267
GYNOAX03,Gynotroches axillaris,N,2.08893847465515
GYNOAX03,Gynotroches axillaris,C,44.0261001586914
GYNOAX03,Gynotroches axillaris,S,0.252979636192322
GYNOAX05,Gynotroches axillaris,K,1.07488008845086
GYNOAX05,Gynotroches axillaris,P,0.0644845097666087
GYNOAX05,Gynotroches axillaris,N,2.24845767021179
GYNOAX05,Gynotroches axillaris,C,45.2526359558105
GYNOAX05,Gynotroches axillaris,S,0.224523097276688
GYNOAX06,Gynotroches axillaris,K,0.854775770651949
GYNOAX06,Gynotroches axillaris,P,0.069147215261284
GYNOAX06,Gynotroches axillaris,N,2.33526206016541
GYNOAX06,Gynotroches axillaris,C,45.625
GYNOAX06,Gynotroches axillaris,S,0.21215133368969
GONYMA01,Gonystylus confusus,K,0.649672435170927
GONYMA01,Gonystylus confusus,P,0.0604565389689719
GONYMA01,Gonystylus confusus,N,1.76590764522552
GONYMA01,Gonystylus confusus,C,52.4191856384277
GONYMA01,Gonystylus confusus,S,0
GONYMA02,Gonystylus confusus,K,0.718550209780929
GONYMA02,Gonystylus confusus,P,0.0525226975602717
GONYMA02,Gonystylus confusus,N,1.69470822811127
GONYMA02,Gonystylus confusus,C,53.0509757995605
GONYMA02,Gonystylus confusus,S,0
GONYMA03,Gonystylus confusus,K,1.25145445985414
GONYMA03,Gonystylus confusus,P,0.0946573994737176
GONYMA03,Gonystylus confusus,N,1.8448520898819
GONYMA03,Gonystylus confusus,C,50.5705070495605
GONYMA03,Gonystylus confusus,S,0
GONYMA04,Gonystylus confusus,K,0.717805196204162
GONYMA04,Gonystylus confusus,P,0.0615381413855383
GONYMA04,Gonystylus confusus,N,1.8515750169754
GONYMA04,Gonystylus confusus,C,52.6525115966797
GONYMA04,Gonystylus confusus,S,0
GONYMA05,Gonystylus confusus,K,0.93580874079854
GONYMA05,Gonystylus confusus,P,0.0739820985386154
GONYMA05,Gonystylus confusus,N,1.77880668640137
GONYMA05,Gonystylus confusus,C,51.7215538024902
GONYMA05,Gonystylus confusus,S,0
POPOTO01,Popowia tomentosa,K,0.929080909673657
POPOTO01,Popowia tomentosa,P,0.0568780887074145
POPOTO01,Popowia tomentosa,N,2.19429731369019
POPOTO01,Popowia tomentosa,C,48.4654121398926
POPOTO01,Popowia tomentosa,S,0.412593334913254
POPOTO02,Popowia tomentosa,K,1.34761041380177
POPOTO02,Popowia tomentosa,P,0.0837519311959442
POPOTO02,Popowia tomentosa,N,2.68722462654114
POPOTO02,Popowia tomentosa,C,47.8503341674805
POPOTO02,Popowia tomentosa,S,0.253319412469864
POPOTO03,Popowia tomentosa,K,1.15436526818847
POPOTO03,Popowia tomentosa,P,0.0626036530808929
POPOTO03,Popowia tomentosa,N,2.18399739265442
POPOTO03,Popowia tomentosa,C,47.3699493408203
POPOTO03,Popowia tomentosa,S,0.338245540857315
POPOTO04,Popowia tomentosa,K,1.40716029463918
POPOTO04,Popowia tomentosa,P,0.0573077936873391
POPOTO04,Popowia tomentosa,N,2.07528471946716
POPOTO04,Popowia tomentosa,C,48.901237487793
POPOTO04,Popowia tomentosa,S,0.179495945572853
POPOTO05,Popowia tomentosa,K,0.98709054151456
POPOTO05,Popowia tomentosa,P,0.0769516396992704
POPOTO05,Popowia tomentosa,N,2.30082440376282
POPOTO05,Popowia tomentosa,C,47.7766418457031
POPOTO05,Popowia tomentosa,S,0.298679023981094
PIMEGR01,Pimelodendron griffithianum,K,0.318422495828483
PIMEGR01,Pimelodendron griffithianum,P,0.0558382826062269
PIMEGR01,Pimelodendron griffithianum,N,2.38470220565796
PIMEGR01,Pimelodendron griffithianum,C,49.2652359008789
PIMEGR01,Pimelodendron griffithianum,S,0.171480253338814
PIMEGR02,Pimelodendron griffithianum,K,0.464254236976225
PIMEGR02,Pimelodendron griffithianum,P,0.0633528753417765
PIMEGR02,Pimelodendron griffithianum,N,2.05317568778992
PIMEGR02,Pimelodendron griffithianum,C,47.6551742553711
PIMEGR02,Pimelodendron griffithianum,S,0.166672572493553
PIMEGR03,Pimelodendron griffithianum,K,0.413349242953562
PIMEGR03,Pimelodendron griffithianum,P,0.0803234434781726
PIMEGR03,Pimelodendron griffithianum,N,1.9818594455719
PIMEGR03,Pimelodendron griffithianum,C,47.8409271240234
PIMEGR03,Pimelodendron griffithianum,S,0.126296415925026
PIMEGR04,Pimelodendron griffithianum,K,0.595147286581049
PIMEGR04,Pimelodendron griffithianum,P,0.0697150439448019
PIMEGR04,Pimelodendron griffithianum,N,2.07854151725769
PIMEGR04,Pimelodendron griffithianum,C,49.0249061584473
PIMEGR04,Pimelodendron griffithianum,S,0.144675299525261
PIMEGR05,Pimelodendron griffithianum,K,0.624004358252527
PIMEGR05,Pimelodendron griffithianum,P,0.0864336230739921
PIMEGR05,Pimelodendron griffithianum,N,2.23550844192505
PIMEGR05,Pimelodendron griffithianum,C,48.5672492980957
PIMEGR05,Pimelodendron griffithianum,S,0.159320443868637
GIROPA01,Gironniera parvifolia,K,0.586717474793539
GIROPA01,Gironniera parvifolia,P,0.058539333255042
GIROPA01,Gironniera parvifolia,N,2.53648209571838
GIROPA01,Gironniera parvifolia,C,43.2993431091309
GIROPA01,Gironniera parvifolia,S,0
GIROPA02,Gironniera parvifolia,K,0.529974420073078
GIROPA02,Gironniera parvifolia,P,0.0491233217987779
GIROPA02,Gironniera parvifolia,N,2.32462096214294
GIROPA02,Gironniera parvifolia,C,39.6974945068359
GIROPA02,Gironniera parvifolia,S,0.0664059221744537
GIROPA03,Gironniera parvifolia,K,0.48329475411798
GIROPA03,Gironniera parvifolia,P,0.0501935617272564
GIROPA03,Gironniera parvifolia,N,2.45191025733948
GIROPA03,Gironniera parvifolia,C,42.7792625427246
GIROPA03,Gironniera parvifolia,S,0
GIROPA04,Gironniera parvifolia,K,0.695855043276158
GIROPA04,Gironniera parvifolia,P,0.0474338616854492
GIROPA04,Gironniera parvifolia,N,2.40657830238342
GIROPA04,Gironniera parvifolia,C,42.5075492858887
GIROPA04,Gironniera parvifolia,S,0
ARDICO02,Ardisia colorata,TWD,0.640358527131783
ARDICO06,Ardisia colorata,TWD,0.669040920716112
ARDICO07,Ardisia colorata,TWD,0.582064128256513
BACCSU01,Baccaurea sumatrana,TWD,0.68638956805216
BACCSU02,Baccaurea sumatrana,TWD,0.676434494732004
CALOBM02,Calophyllum ferrugineum,TWD,0.771622536921691
CALOBM03,Calophyllum ferrugineum,TWD,0.835912965455361
CALOBM04,Calophyllum ferrugineum,TWD,0.793388157894737
CALOBM05,Calophyllum ferrugineum,TWD,0.727200358434308
CALOPC01,Calophyllum pulcherrimum,TWD,0.744051026757934
CALOPC02,Calophyllum pulcherrimum,TWD,0.644142928535732
CALOPC04,Calophyllum pulcherrimum,TWD,0.76281779661017
CALOPC05,Calophyllum pulcherrimum,TWD,0.69505016722408
CALOPC06,Calophyllum pulcherrimum,TWD,0.701545675692613
CANAPA04,Canarium patentinervium,TWD,0.55830258302583
DACRRO07,Dacryodes rostrata,TWD,0.590022637238257
DIOSLA02,Diospyros lanceifolia,TWD,0.569845132743363
GIROPA01,Gironniera parvifolia,TWD,0.67580922595778
GIROPA02,Gironniera parvifolia,TWD,0.671730648206419
GIROPA03,Gironniera parvifolia,TWD,0.74004222972973
GIROPA04,Gironniera parvifolia,TWD,0.603037779491133
GIROPA05,Gironniera parvifolia,TWD,0.650252270433905
GLUTWA01,Gluta wallichii,TWD,0.63361182136729
GLUTWA02,Gluta wallichii,TWD,0.632282333051564
GLUTWA03,Gluta wallichii,TWD,0.549481460023175
GOM1QU01,Gomphandra quadrifida,TWD,0.71901768172888
GOM1QU02,Gomphandra quadrifida,TWD,0.620666666666667
GONYMA01,Gonystylus confusus,TWD,0.743768041237113
GONYMA02,Gonystylus confusus,TWD,0.642231736070283
GONYMA03,Gonystylus confusus,TWD,0.690154100165107
GONYMA04,Gonystylus confusus,TWD,0.564557069846678
GONYMA05,Gonystylus confusus,TWD,0.689853264856933
GYNOAX01,Gynotroches axillaris,TWD,0.717821567778259
GYNOAX02,Gynotroches axillaris,TWD,0.673617424242424
GYNOAX03,Gynotroches axillaris,TWD,0.698856812933025
GYNOAX04,Gynotroches axillaris,TWD,0.639969683120049
GYNOAX05,Gynotroches axillaris,TWD,0.696529187817259
GYNOAX06,Gynotroches axillaris,TWD,0.696764705882353
LITSAC01,Litsea accedens,TWD,0.682639019792649
LITSAC05,Litsea accedens,TWD,0.594632258064516
LITSAC07,Litsea accedens,TWD,0.607040878584503
PALAKI01,Madhuca kingiana,TWD,0.623483226266952
PALAKI02,Madhuca kingiana,TWD,0.627163763066202
PALAKI03,Madhuca kingiana,TWD,0.636695205479452
PALAKI04,Madhuca kingiana,TWD,0.691028433151845
PALAKI05,Madhuca kingiana,TWD,0.64813025210084
PIMEGR01,Pimelodendron griffithianum,TWD,0.544386664510565
PIMEGR02,Pimelodendron griffithianum,TWD,0.547669270833333
PIMEGR03,Pimelodendron griffithianum,TWD,0.540342391304348
PIMEGR04,Pimelodendron griffithianum,TWD,0.604332220367279
PIMEGR05,Pimelodendron griffithianum,TWD,0.526538461538462
POPOTO03,Popowia tomentosa,TWD,0.653950310559006
POPOTO04,Popowia tomentosa,TWD,0.662829268292683
POPOTO05,Popowia tomentosa,TWD,0.680440528634361
SANTAP01,Santiria apiculata,TWD,0.596040471908801
SANTAP02,Santiria apiculata,TWD,0.59499739945126
SANTAP03,Santiria apiculata,TWD,0.56523071741327
SANTAP04,Santiria apiculata,TWD,0.681389496717724
SHORCU01,Shorea curtisii,TWD,0.511757536882617
SHORCU02,Shorea curtisii,TWD,0.559070376432079
SHORCU04,Shorea curtisii,TWD,0.399997613365155
SHORCU05,Shorea curtisii,TWD,0.517215667767815
STREEL04,Streblus elongatus,TWD,0.742586133560187
STREEL05,Streblus elongatus,TWD,0.657058185760752
STREEL06,Streblus elongatus,TWD,0.674863582443654
STREEL07,Streblus elongatus,TWD,0.749430501930502
STROCE02,Strombosia ceylanica,TWD,0.780147471910112
STROCE03,Strombosia ceylanica,TWD,0.76783930508217
STROCE04,Strombosia ceylanica,TWD,0.778414232118089
STROCE05,Strombosia ceylanica,TWD,0.786905797101449
